zip_code,watch,ucr_offense_description,c3
75244,1,FOUND PROPERTY,44
75244,1,HOME ACCIDENT,1
75244,1,LOST PROPERTY,1
75244,1,MOTOR VEHICLE ACCIDENT,34
75244,1,OTHER OFFENSES,2
75244,1,ROBBERY,3
75244,1,SUDDEN DEATH,3
75244,1,THEFT,114
75244,1,TRAFFIC FATALITY,1
75244,2,ACCIDENTAL INJURY,1
75244,2,AGGRAVATED ASSAULT,2
75244,2,ANIMAL BITE,1
75244,2,ASSAULT,3
75244,2,AUTO THEFT - UUMV,20
75244,2,BURGLARY,39
75244,2,CRIMINAL MISCHIEF/VANDALISM,23
75244,2,EMBEZZLEMENT,1
75244,2,FORGERY & COUNTERFEIT,2
75244,2,FOUND PROPERTY,44
75244,2,HOME ACCIDENT,3
75244,2,LOST PROPERTY,2
75244,2,MOTOR VEHICLE ACCIDENT,59
75244,2,OTHER OFFENSES,3
75244,2,ROBBERY,5
75244,2,SUDDEN DEATH,3
75244,2,THEFT,68
75244,2,WEAPONS,1
75244,3,AGGRAVATED ASSAULT,2
75244,3,ARSON,1
75244,3,ASSAULT,5
75244,3,AUTO THEFT - UUMV,11
75244,3,BURGLARY,10
75244,3,CRIMINAL MISCHIEF/VANDALISM,15
75244,3,DWI,2
75244,3,EMBEZZLEMENT,2
75244,3,FORGERY & COUNTERFEIT,1
75244,3,FOUND PROPERTY,39
75244,3,FRAUD,4
75244,3,HOME ACCIDENT,1
75244,3,LOST PROPERTY,5
75244,3,MOTOR VEHICLE ACCIDENT,80
75244,3,NARCOTICS/DRUGS,1
75244,3,OTHER OFFENSES,1
75244,3,ROBBERY,8
75244,3,SUDDEN DEATH,5
75244,3,THEFT,75
75244,3,TRAFFIC FATALITY,1
75244,U,AUTO THEFT - UUMV,7
75244,U,BURGLARY,28
75244,U,CRIMINAL MISCHIEF/VANDALISM,12
75244,U,DISORDERLY CONDUCT,3
75244,U,EMBEZZLEMENT,4
75244,U,FIREARMS ACCIDENT,1
75244,U,FOUND PROPERTY,17
75244,U,FRAUD,1
75244,U,MOTOR VEHICLE ACCIDENT,3
75244,U,SUDDEN DEATH,3
75244,U,THEFT,42
75246,1,ACCIDENTAL INJURY,8
75246,1,AGGRAVATED ASSAULT,8
75246,1,ASSAULT,1
75246,1,AUTO THEFT - UUMV,8
75246,1,BURGLARY,8
75246,1,CRIMINAL MISCHIEF/VANDALISM,20
75246,1,DISORDERLY CONDUCT,1
75246,1,DWI,3
75246,1,EMBEZZLEMENT,1
75246,1,FIREARMS ACCIDENT,1
75246,1,FOUND PROPERTY,11
75246,1,FRAUD,1
75246,1,HOME ACCIDENT,3
75246,1,MOTOR VEHICLE ACCIDENT,6
75246,1,NARCOTICS/DRUGS,3
75246,1,OTHER OFFENSES,8
75246,1,ROBBERY,9
75246,1,THEFT,36
75246,2,ACCIDENTAL INJURY,3
75246,2,AGGRAVATED ASSAULT,1
75246,2,ANIMAL BITE,2
75246,2,ARSON,1
75246,2,ASSAULT,9
75246,2,AUTO THEFT - UUMV,7
75246,2,BURGLARY,5
75246,2,CRIMINAL MISCHIEF/VANDALISM,14
75246,2,DISORDERLY CONDUCT,3
75246,2,FIREARMS ACCIDENT,2
75246,2,FORGERY & COUNTERFEIT,3
75246,2,FOUND PROPERTY,14
75246,2,FRAUD,1
75246,2,HOME ACCIDENT,1
75246,2,LOST PROPERTY,1
75246,2,MOTOR VEHICLE ACCIDENT,21
75246,2,NARCOTICS/DRUGS,1
75246,2,OTHER OFFENSES,7
75246,2,ROBBERY,6
75246,2,SUDDEN DEATH,1
75246,2,THEFT,47
75246,3,ACCIDENTAL INJURY,4
75246,3,AGGRAVATED ASSAULT,8
75246,3,ASSAULT,3
75246,3,AUTO THEFT - UUMV,9
75246,3,BURGLARY,10
75246,3,CRIMINAL MISCHIEF/VANDALISM,12
75246,3,DISORDERLY CONDUCT,2
75246,3,DWI,2
75246,3,FIREARMS ACCIDENT,3
75246,3,FORGERY & COUNTERFEIT,3
75246,3,FOUND PROPERTY,7
75246,3,FRAUD,2
75246,3,HOME ACCIDENT,3
75246,3,LOST PROPERTY,6
75246,3,MOTOR VEHICLE ACCIDENT,23
75246,3,NARCOTICS/DRUGS,1
75246,3,OTHER OFFENSES,13
75246,3,ROBBERY,10
75246,3,SUDDEN DEATH,2
75246,3,THEFT,32
75246,U,AUTO THEFT - UUMV,3
75246,U,BURGLARY,11
75246,U,CRIMINAL MISCHIEF/VANDALISM,12
75246,U,DISORDERLY CONDUCT,3
75246,U,EMBEZZLEMENT,1
75246,U,FOUND PROPERTY,8
75246,U,FRAUD,2
75246,U,LOST PROPERTY,4
75246,U,MOTOR VEHICLE ACCIDENT,1
75246,U,ROBBERY,1
75246,U,SUDDEN DEATH,3
75246,U,THEFT,12
75247,1,ACCIDENTAL INJURY,24
75247,1,AGGRAVATED ASSAULT,28
75247,1,ANIMAL BITE,1
75247,1,ARSON,4
75247,1,ASSAULT,38
75247,1,AUTO THEFT - UUMV,98
75247,1,BURGLARY,62
75247,1,CHILD (OFFENSES AGAINST),1
75247,1,CRIMINAL MISCHIEF/VANDALISM,94
75247,1,DISORDERLY CONDUCT,6
75247,1,DWI,6
75247,1,EMBEZZLEMENT,3
75247,1,FORGERY & COUNTERFEIT,4
75247,1,FOUND PROPERTY,84
75247,1,FRAUD,4
75247,1,HOME ACCIDENT,2
75247,1,LOST PROPERTY,5
75247,1,MOTOR VEHICLE ACCIDENT,61
75247,1,MURDER,1
75247,1,OCCUPATIONAL ACCIDENT,1
75247,1,OTHER OFFENSES,16
75247,1,ROBBERY,43
75247,1,SUDDEN DEATH,3
75247,1,THEFT,279
75247,1,TRAFFIC FATALITY,2
75247,2,ACCIDENTAL INJURY,10
75247,2,AGGRAVATED ASSAULT,6
75247,2,ANIMAL BITE,1
75247,2,ASSAULT,25
75247,2,AUTO THEFT - UUMV,63
75247,2,BURGLARY,19
75247,2,CRIMINAL MISCHIEF/VANDALISM,49
75247,2,DISORDERLY CONDUCT,13
75247,2,EMBEZZLEMENT,4
75247,2,FORGERY & COUNTERFEIT,8
75247,2,FOUND PROPERTY,97
75247,2,FRAUD,5
75247,2,HOME ACCIDENT,2
75247,2,LOST PROPERTY,7
75247,2,MOTOR VEHICLE ACCIDENT,69
75247,2,NARCOTICS/DRUGS,2
75247,2,OCCUPATIONAL ACCIDENT,2
75247,2,OTHER OFFENSES,20
75247,2,ROBBERY,14
75247,2,SUDDEN DEATH,5
75247,2,THEFT,166
75247,2,WEAPONS,1
75247,3,ACCIDENTAL INJURY,12
75247,3,AGGRAVATED ASSAULT,4
75247,3,ANIMAL BITE,1
75247,3,ASSAULT,23
75247,3,AUTO THEFT - UUMV,63
75247,3,BURGLARY,41
75247,3,CRIMINAL MISCHIEF/VANDALISM,49
75247,3,DISORDERLY CONDUCT,6
75247,3,DWI,1
75247,3,EMBEZZLEMENT,4
75247,3,FIREARMS ACCIDENT,1
75247,3,FORGERY & COUNTERFEIT,11
75247,3,FOUND PROPERTY,56
75247,3,FRAUD,3
75247,3,HOME ACCIDENT,1
75247,3,LOST PROPERTY,9
75247,3,MOTOR VEHICLE ACCIDENT,70
75247,3,NARCOTICS/DRUGS,2
75247,3,OCCUPATIONAL ACCIDENT,2
75247,3,OTHER OFFENSES,12
75247,3,ROBBERY,28
75247,3,SUDDEN DEATH,5
75247,3,THEFT,136
75247,U,ASSAULT,2
75247,U,AUTO THEFT - UUMV,55
75247,U,BURGLARY,62
75247,U,CRIMINAL MISCHIEF/VANDALISM,29
75247,U,DISORDERLY CONDUCT,6
75247,U,EMBEZZLEMENT,12
75247,U,FORGERY & COUNTERFEIT,1
75247,U,FOUND PROPERTY,10
75247,U,FRAUD,8
75247,U,LOST PROPERTY,1
75247,U,MOTOR VEHICLE ACCIDENT,1
75247,U,SUDDEN DEATH,2
75247,U,THEFT,172
75248,1,ACCIDENTAL INJURY,4
75248,1,AGGRAVATED ASSAULT,3
75248,1,ASSAULT,7
75248,1,AUTO THEFT - UUMV,41
75248,1,BURGLARY,48
75248,1,CHILD (OFFENSES AGAINST),3
75248,1,CRIMINAL MISCHIEF/VANDALISM,129
75248,1,DISORDERLY CONDUCT,2
75248,1,DWI,4
75248,1,EMBEZZLEMENT,1
75248,1,FOUND PROPERTY,23
75248,1,FRAUD,2
75248,1,HOME ACCIDENT,5
75248,1,LOST PROPERTY,4
75248,1,MOTOR VEHICLE ACCIDENT,33
75248,1,OTHER OFFENSES,6
75248,1,ROBBERY,12
75248,1,SUDDEN DEATH,14
75248,1,THEFT,257
75248,1,WEAPONS,1
75248,2,ACCIDENTAL INJURY,3
75248,2,ANIMAL BITE,3
75248,2,ASSAULT,16
75248,2,AUTO THEFT - UUMV,16
75248,2,BURGLARY,75
75248,2,CHILD (OFFENSES AGAINST),1
75248,2,CRIMINAL MISCHIEF/VANDALISM,55
75248,2,DISORDERLY CONDUCT,8
75248,2,EMBEZZLEMENT,8
75248,2,FIREARMS ACCIDENT,1
75248,2,FORGERY & COUNTERFEIT,17
75248,2,FOUND PROPERTY,36
75248,2,FRAUD,8
75248,2,HOME ACCIDENT,8
75248,2,LOST PROPERTY,14
75248,2,MOTOR VEHICLE ACCIDENT,54
75248,2,NARCOTICS/DRUGS,2
75248,2,OCCUPATIONAL ACCIDENT,1
75248,2,OTHER OFFENSES,7
75248,2,ROBBERY,10
75248,2,SUDDEN DEATH,15
75248,2,THEFT,143
75248,3,ACCIDENTAL INJURY,6
75248,3,AGGRAVATED ASSAULT,2
75248,3,ANIMAL BITE,3
75248,3,ARSON,1
75248,3,ASSAULT,21
75248,3,AUTO THEFT - UUMV,14
75248,3,BURGLARY,31
75248,3,CHILD (OFFENSES AGAINST),1
75248,3,CRIMINAL MISCHIEF/VANDALISM,50
75248,3,DISORDERLY CONDUCT,12
75248,3,DWI,10
75248,3,EMBEZZLEMENT,4
75248,3,FORGERY & COUNTERFEIT,7
75248,3,FOUND PROPERTY,22
75248,3,FRAUD,5
75248,3,HOME ACCIDENT,8
75248,3,LOST PROPERTY,7
75248,3,MOTOR VEHICLE ACCIDENT,69
75248,3,NARCOTICS/DRUGS,2
75248,3,OTHER OFFENSES,10
75248,3,ROBBERY,11
75248,3,SUDDEN DEATH,9
75248,3,THEFT,159
75248,3,TRAFFIC FATALITY,1
75248,3,WEAPONS,1
75248,U,AUTO THEFT - UUMV,23
75248,U,BURGLARY,42
75248,U,CHILD (OFFENSES AGAINST),1
75248,U,CRIMINAL MISCHIEF/VANDALISM,35
75248,U,DISORDERLY CONDUCT,12
75248,U,EMBEZZLEMENT,4
75248,U,FORGERY & COUNTERFEIT,8
75248,U,FOUND PROPERTY,13
75248,U,FRAUD,15
75248,U,HOME ACCIDENT,1
75248,U,LOST PROPERTY,10
75248,U,MOTOR VEHICLE ACCIDENT,5
75248,U,SUDDEN DEATH,16
75248,U,THEFT,134
75248,U,TRAFFIC FATALITY,1
75249,1,AGGRAVATED ASSAULT,3
75249,1,ARSON,1
75249,1,ASSAULT,3
75249,1,AUTO THEFT - UUMV,50
75249,1,BURGLARY,24
75249,1,CRIMINAL MISCHIEF/VANDALISM,46
75249,1,DISORDERLY CONDUCT,6
75249,1,DWI,1
75249,1,FIREARMS ACCIDENT,1
75249,1,FORGERY & COUNTERFEIT,1
75249,1,FOUND PROPERTY,23
75249,1,FRAUD,1
75249,1,HOME ACCIDENT,2
75249,1,LOST PROPERTY,1
75249,1,MOTOR VEHICLE ACCIDENT,19
75249,1,OTHER OFFENSES,2
75249,1,ROBBERY,4
75249,1,SUDDEN DEATH,6
75249,1,THEFT,156
75249,2,AGGRAVATED ASSAULT,2
75249,2,ANIMAL BITE,2
75249,2,ASSAULT,7
75249,2,AUTO THEFT - UUMV,18
75249,2,BURGLARY,68
75249,2,CHILD (OFFENSES AGAINST),1
75249,2,CRIMINAL MISCHIEF/VANDALISM,43
75249,2,DISORDERLY CONDUCT,11
75249,2,FORGERY & COUNTERFEIT,1
75249,2,FOUND PROPERTY,30
75249,2,HOME ACCIDENT,3
75249,2,LOST PROPERTY,4
75249,2,MOTOR VEHICLE ACCIDENT,20
75249,2,OTHER OFFENSES,1
75249,2,SUDDEN DEATH,3
75249,2,THEFT,53
75249,3,AGGRAVATED ASSAULT,2
75249,3,ANIMAL BITE,3
75249,3,ARSON,2
75249,3,ASSAULT,17
75249,3,AUTO THEFT - UUMV,13
75249,3,BURGLARY,25
75249,3,CHILD (OFFENSES AGAINST),1
75249,3,CRIMINAL MISCHIEF/VANDALISM,43
75249,3,DISORDERLY CONDUCT,8
75249,3,EMBEZZLEMENT,1
75249,3,FORGERY & COUNTERFEIT,2
75249,3,FOUND PROPERTY,14
75249,3,FRAUD,1
75249,3,HOME ACCIDENT,3
75249,3,LOST PROPERTY,4
75249,3,MOTOR VEHICLE ACCIDENT,29
75249,3,NARCOTICS/DRUGS,2
75249,3,OTHER OFFENSES,5
75249,3,ROBBERY,9
75249,3,SUDDEN DEATH,2
75249,3,THEFT,60
75249,U,ASSAULT,1
75249,U,AUTO THEFT - UUMV,14
75249,U,BURGLARY,23
75249,U,CHILD (OFFENSES AGAINST),1
75249,U,CRIMINAL MISCHIEF/VANDALISM,31
75249,U,DISORDERLY CONDUCT,4
75249,U,EMBEZZLEMENT,5
75249,U,FORGERY & COUNTERFEIT,1
75249,U,FOUND PROPERTY,28
75249,U,LOST PROPERTY,3
75249,U,MOTOR VEHICLE ACCIDENT,8
75249,U,OTHER OFFENSES,1
75249,U,THEFT,61
75251,1,ACCIDENTAL INJURY,5
75251,1,AGGRAVATED ASSAULT,3
75251,1,ASSAULT,8
75251,1,AUTO THEFT - UUMV,40
75251,1,BURGLARY,30
75251,1,CRIMINAL MISCHIEF/VANDALISM,36
75251,1,DISORDERLY CONDUCT,1
75251,1,DWI,1
75251,1,EMBEZZLEMENT,1
75251,1,FOUND PROPERTY,25
75251,1,FRAUD,4
75251,1,LOST PROPERTY,2
75251,1,MOTOR VEHICLE ACCIDENT,30
75251,1,NARCOTICS/DRUGS,2
75251,1,OTHER OFFENSES,7
75251,1,ROBBERY,8
75251,1,SUDDEN DEATH,2
75251,1,THEFT,111
75251,2,ACCIDENTAL INJURY,2
75251,2,ARSON,1
75251,2,ASSAULT,18
75251,2,AUTO THEFT - UUMV,18
75251,2,BURGLARY,9
75251,2,CRIMINAL MISCHIEF/VANDALISM,31
75251,2,DISORDERLY CONDUCT,5
75251,2,FIREARMS ACCIDENT,1
75251,2,FORGERY & COUNTERFEIT,3
75251,2,FOUND PROPERTY,45
75251,2,FRAUD,3
75251,2,HOME ACCIDENT,2
75251,2,LOST PROPERTY,4
75251,2,MOTOR VEHICLE ACCIDENT,51
75251,2,OTHER OFFENSES,8
75251,2,ROBBERY,4
75251,2,SUDDEN DEATH,2
75251,2,THEFT,72
75251,2,TRAFFIC FATALITY,1
75251,3,ACCIDENTAL INJURY,8
75251,3,AGGRAVATED ASSAULT,3
75251,3,ASSAULT,16
75251,3,AUTO THEFT - UUMV,12
75251,3,BURGLARY,14
75251,3,CRIMINAL MISCHIEF/VANDALISM,23
75251,3,DWI,4
75251,3,EMBEZZLEMENT,2
75251,3,FIREARMS ACCIDENT,1
75251,3,FORGERY & COUNTERFEIT,3
75251,3,FOUND PROPERTY,33
75251,3,HOME ACCIDENT,1
75251,3,LOST PROPERTY,4
75251,3,MOTOR VEHICLE ACCIDENT,46
75251,3,MURDER,1
75251,3,NARCOTICS/DRUGS,2
75251,3,OCCUPATIONAL ACCIDENT,1
75251,3,OTHER OFFENSES,13
75251,3,ROBBERY,4
75251,3,SUDDEN DEATH,1
75251,3,THEFT,47
75251,3,TRAFFIC FATALITY,1
75251,U,AUTO THEFT - UUMV,19
75251,U,BURGLARY,19
75251,U,CRIMINAL MISCHIEF/VANDALISM,17
75251,U,DISORDERLY CONDUCT,4
75251,U,EMBEZZLEMENT,6
75251,U,FORGERY & COUNTERFEIT,1
75251,U,FOUND PROPERTY,8
75251,U,FRAUD,1
75251,U,LOST PROPERTY,3
75251,U,MOTOR VEHICLE ACCIDENT,1
75251,U,SUDDEN DEATH,3
75251,U,THEFT,50
75252,1,ACCIDENTAL INJURY,2
75252,1,AGGRAVATED ASSAULT,2
75252,1,ANIMAL BITE,1
75252,1,ASSAULT,9
75252,1,AUTO THEFT - UUMV,44
75252,1,BURGLARY,37
75252,1,CHILD (OFFENSES AGAINST),1
75252,1,CRIMINAL MISCHIEF/VANDALISM,95
75252,1,DISORDERLY CONDUCT,3
75252,1,DWI,7
75252,1,FORGERY & COUNTERFEIT,1
75252,1,FOUND PROPERTY,21
75252,1,FRAUD,3
75252,1,HOME ACCIDENT,3
75252,1,LOST PROPERTY,3
75252,1,MOTOR VEHICLE ACCIDENT,15
75252,1,OTHER OFFENSES,3
75252,1,ROBBERY,7
75252,1,SUDDEN DEATH,13
75252,1,THEFT,131
75252,2,ACCIDENTAL INJURY,5
75252,2,AGGRAVATED ASSAULT,4
75252,2,ASSAULT,23
75252,2,AUTO THEFT - UUMV,15
75252,2,BURGLARY,51
75252,2,CRIMINAL MISCHIEF/VANDALISM,42
75252,2,DISORDERLY CONDUCT,7
75252,2,EMBEZZLEMENT,2
75252,2,FORGERY & COUNTERFEIT,11
75252,2,FOUND PROPERTY,53
75252,2,FRAUD,6
75252,2,HOME ACCIDENT,4
75252,2,LOST PROPERTY,12
75252,2,MOTOR VEHICLE ACCIDENT,43
75252,2,OTHER OFFENSES,10
75252,2,ROBBERY,6
75252,2,SUDDEN DEATH,7
75252,2,THEFT,71
75252,2,TRAFFIC FATALITY,1
75252,2,WEAPONS,1
75252,3,ACCIDENTAL INJURY,12
75252,3,AGGRAVATED ASSAULT,4
75252,3,ASSAULT,20
75252,3,AUTO THEFT - UUMV,10
75252,3,BURGLARY,22
75252,3,CHILD (OFFENSES AGAINST),1
75252,3,CRIMINAL MISCHIEF/VANDALISM,53
75252,3,DISORDERLY CONDUCT,9
75252,3,DWI,4
75252,3,EMBEZZLEMENT,2
75252,3,FIREARMS ACCIDENT,1
75252,3,FORGERY & COUNTERFEIT,3
75252,3,FOUND PROPERTY,39
75252,3,FRAUD,7
75252,3,HOME ACCIDENT,9
75252,3,LOST PROPERTY,10
75252,3,MOTOR VEHICLE ACCIDENT,47
75252,3,NARCOTICS/DRUGS,1
75252,3,OCCUPATIONAL ACCIDENT,1
75252,3,OTHER OFFENSES,6
75252,3,ROBBERY,27
75252,3,SUDDEN DEATH,12
75252,3,THEFT,70
75252,U,ARSON,1
75252,U,AUTO THEFT - UUMV,12
75252,U,BURGLARY,30
75252,U,CRIMINAL MISCHIEF/VANDALISM,50
75252,U,DISORDERLY CONDUCT,10
75252,U,EMBEZZLEMENT,14
75252,U,FORGERY & COUNTERFEIT,7
75252,U,FOUND PROPERTY,6
75252,U,FRAUD,15
75252,U,LOST PROPERTY,17
75252,U,MOTOR VEHICLE ACCIDENT,1
75252,U,OTHER OFFENSES,1
75252,U,SUDDEN DEATH,12
75252,U,THEFT,62
75253,1,ACCIDENTAL INJURY,2
75253,1,AGGRAVATED ASSAULT,7
75253,1,ARSON,5
75253,1,ASSAULT,15
75253,1,AUTO THEFT - UUMV,142
75253,1,BURGLARY,77
75253,1,CRIMINAL MISCHIEF/VANDALISM,109
75253,1,DISORDERLY CONDUCT,1
75253,1,DWI,1
75253,1,EMBEZZLEMENT,1
75253,1,FIREARMS ACCIDENT,1
75253,1,FOUND PROPERTY,72
75253,1,FRAUD,2
75253,1,HOME ACCIDENT,7
75253,1,LOST PROPERTY,3
75253,1,MOTOR VEHICLE ACCIDENT,26
75253,1,MURDER,1
75253,1,NARCOTICS/DRUGS,2
75253,1,OTHER OFFENSES,5
75253,1,ROBBERY,12
75253,1,SUDDEN DEATH,9
75253,1,THEFT,201
75253,2,ACCIDENTAL INJURY,7
75253,2,AGGRAVATED ASSAULT,6
75253,2,ANIMAL BITE,12
75253,2,ASSAULT,10
75253,2,AUTO THEFT - UUMV,35
75253,2,BURGLARY,129
75253,2,CRIMINAL MISCHIEF/VANDALISM,75
75253,2,DISORDERLY CONDUCT,7
75253,2,DWI,1
75253,2,FORGERY & COUNTERFEIT,1
75253,2,FOUND PROPERTY,80
75253,2,FRAUD,2
75253,2,HOME ACCIDENT,6
75253,2,LOST PROPERTY,4
75253,2,MOTOR VEHICLE ACCIDENT,23
75253,2,OTHER OFFENSES,9
75253,2,ROBBERY,3
75253,2,SUDDEN DEATH,10
75253,2,THEFT,102
75253,3,ACCIDENTAL INJURY,12
75253,3,AGGRAVATED ASSAULT,13
75253,3,ANIMAL BITE,8
75253,3,ARSON,5
75253,3,ASSAULT,33
75253,3,AUTO THEFT - UUMV,50
75253,3,BURGLARY,51
75253,3,CHILD (OFFENSES AGAINST),1
75253,3,CRIMINAL MISCHIEF/VANDALISM,84
75253,3,DISORDERLY CONDUCT,14
75253,3,DWI,2
75253,3,EMBEZZLEMENT,1
75253,3,FIREARMS ACCIDENT,3
75253,3,FOUND PROPERTY,66
75253,3,HOME ACCIDENT,10
75253,3,LOST PROPERTY,2
75253,3,MOTOR VEHICLE ACCIDENT,45
75253,3,MURDER,1
75253,3,NARCOTICS/DRUGS,3
75253,3,OCCUPATIONAL ACCIDENT,2
75253,3,OTHER OFFENSES,14
75253,3,ROBBERY,10
75253,3,SUDDEN DEATH,6
75253,3,THEFT,68
75253,3,TRAFFIC FATALITY,1
75253,U,ARSON,3
75253,U,AUTO THEFT - UUMV,31
75253,U,BURGLARY,74
75253,U,CRIMINAL MISCHIEF/VANDALISM,40
75253,U,DISORDERLY CONDUCT,7
75253,U,FORGERY & COUNTERFEIT,3
75253,U,FOUND PROPERTY,16
75253,U,FRAUD,4
75253,U,HOME ACCIDENT,1
75253,U,LOST PROPERTY,6
75253,U,OTHER OFFENSES,1
75253,U,SUDDEN DEATH,8
75253,U,THEFT,91
75254,1,ACCIDENTAL INJURY,3
75254,1,AGGRAVATED ASSAULT,4
75254,1,ARSON,1
75254,1,ASSAULT,12
75254,1,AUTO THEFT - UUMV,93
75254,1,BURGLARY,78
75254,1,CRIMINAL MISCHIEF/VANDALISM,168
75254,1,DISORDERLY CONDUCT,3
75254,1,DWI,8
75254,1,EMBEZZLEMENT,1
75254,1,FIREARMS ACCIDENT,1
75254,1,FORGERY & COUNTERFEIT,3
75254,1,FOUND PROPERTY,21
75254,1,FRAUD,3
75254,1,HOME ACCIDENT,9
75254,1,INTOXICATION MANSLAUGHTER,1
75254,1,LOST PROPERTY,3
75254,1,MOTOR VEHICLE ACCIDENT,32
75254,1,NARCOTICS/DRUGS,3
75254,1,OTHER OFFENSES,3
75254,1,ROBBERY,12
75254,1,SUDDEN DEATH,14
75254,1,THEFT,279
75254,2,ACCIDENTAL INJURY,2
75254,2,AGGRAVATED ASSAULT,4
75254,2,ANIMAL BITE,1
75254,2,ASSAULT,19
75254,2,AUTO THEFT - UUMV,8
75254,2,BURGLARY,116
75254,2,CHILD (OFFENSES AGAINST),1
75254,2,CRIMINAL MISCHIEF/VANDALISM,83
75254,2,DISORDERLY CONDUCT,10
75254,2,DWI,3
75254,2,EMBEZZLEMENT,3
75254,2,FORGERY & COUNTERFEIT,11
75254,2,FOUND PROPERTY,40
75254,2,FRAUD,9
75254,2,HOME ACCIDENT,5
75254,2,LIQUOR,1
75254,2,LOST PROPERTY,8
75254,2,MOTOR VEHICLE ACCIDENT,55
75254,2,NARCOTICS/DRUGS,3
75254,2,OTHER OFFENSES,10
75254,2,ROBBERY,7
75254,2,SUDDEN DEATH,14
75254,2,THEFT,129
75254,3,ACCIDENTAL INJURY,4
75254,3,AGGRAVATED ASSAULT,6
75254,3,ANIMAL BITE,2
75254,3,ASSAULT,20
75254,3,AUTO THEFT - UUMV,28
75254,3,BURGLARY,50
75254,3,CRIMINAL MISCHIEF/VANDALISM,89
75254,3,DISORDERLY CONDUCT,7
75254,3,DWI,4
75254,3,EMBEZZLEMENT,3
75254,3,FORGERY & COUNTERFEIT,7
75254,3,FOUND PROPERTY,26
75254,3,FRAUD,5
75254,3,HOME ACCIDENT,3
75254,3,LOST PROPERTY,5
75254,3,MOTOR VEHICLE ACCIDENT,108
75254,3,MURDER,1
75254,3,NARCOTICS/DRUGS,2
75254,3,OTHER OFFENSES,10
75254,3,ROBBERY,32
75254,3,SUDDEN DEATH,8
75254,3,THEFT,115
75254,U,ASSAULT,1
75254,U,AUTO THEFT - UUMV,29
75254,U,BURGLARY,51
75254,U,CRIMINAL MISCHIEF/VANDALISM,46
75254,U,DISORDERLY CONDUCT,6
75254,U,EMBEZZLEMENT,10
75254,U,FORGERY & COUNTERFEIT,3
75254,U,FOUND PROPERTY,16
75254,U,FRAUD,3
75254,U,LOST PROPERTY,3
75254,U,MOTOR VEHICLE ACCIDENT,2
75254,U,OTHER OFFENSES,1
75254,U,SUDDEN DEATH,4
75254,U,THEFT,104
75287,1,ACCIDENTAL INJURY,14
75287,1,AGGRAVATED ASSAULT,10
75287,1,ANIMAL BITE,1
75287,1,ASSAULT,31
75287,1,AUTO THEFT - UUMV,228
75287,1,BURGLARY,122
75287,1,CRIMINAL MISCHIEF/VANDALISM,300
75287,1,DISORDERLY CONDUCT,7
75287,1,DWI,8
75287,1,EMBEZZLEMENT,3
75287,1,FORGERY & COUNTERFEIT,3
75287,1,FOUND PROPERTY,50
75287,1,FRAUD,6
75287,1,HOME ACCIDENT,10
75287,1,LOST PROPERTY,7
75287,1,MOTOR VEHICLE ACCIDENT,50
75287,1,NARCOTICS/DRUGS,2
75287,1,OTHER OFFENSES,17
75287,1,ROBBERY,36
75287,1,SUDDEN DEATH,8
75287,1,THEFT,467
75287,1,WEAPONS,1
75287,2,ACCIDENTAL INJURY,13
75287,2,AGGRAVATED ASSAULT,7
75287,2,ANIMAL BITE,5
75287,2,ARSON,3
75287,2,ASSAULT,33
75287,2,AUTO THEFT - UUMV,37
75287,2,BURGLARY,323
75287,2,CRIMINAL MISCHIEF/VANDALISM,175
75287,2,DISORDERLY CONDUCT,25
75287,2,EMBEZZLEMENT,4
75287,2,FIREARMS ACCIDENT,1
75287,2,FORGERY & COUNTERFEIT,14
75287,2,FOUND PROPERTY,66
75287,2,FRAUD,12
75287,2,HOME ACCIDENT,10
75287,2,LOST PROPERTY,15
75287,2,MOTOR VEHICLE ACCIDENT,82
75287,2,NARCOTICS/DRUGS,10
75287,2,OTHER OFFENSES,14
75287,2,ROBBERY,22
75287,2,SUDDEN DEATH,18
75287,2,THEFT,183
75287,2,WEAPONS,1
75287,3,ACCIDENTAL INJURY,24
75287,3,AGGRAVATED ASSAULT,11
75287,3,ANIMAL BITE,10
75287,3,ARSON,4
75287,3,ASSAULT,64
75287,3,AUTO THEFT - UUMV,65
75287,3,BURGLARY,95
75287,3,CHILD (OFFENSES AGAINST),4
75287,3,CRIMINAL MISCHIEF/VANDALISM,190
75287,3,DISORDERLY CONDUCT,20
75287,3,DWI,6
75287,3,EMBEZZLEMENT,4
75287,3,FIREARMS ACCIDENT,3
75287,3,FORGERY & COUNTERFEIT,9
75287,3,FOUND PROPERTY,48
75287,3,FRAUD,11
75287,3,HOME ACCIDENT,22
75287,3,LOST PROPERTY,13
75287,3,MOTOR VEHICLE ACCIDENT,121
75287,3,MURDER,2
75287,3,NARCOTICS/DRUGS,4
75287,3,OCCUPATIONAL ACCIDENT,1
75287,3,OTHER OFFENSES,15
75287,3,ROBBERY,80
75287,3,SUDDEN DEATH,9
75287,3,THEFT,168
75287,3,WEAPONS,2
75287,U,'FRAUD,1
75287,U,ACCIDENTAL INJURY,1
75287,U,AUTO THEFT - UUMV,69
75287,U,BURGLARY,80
75287,U,CRIMINAL MISCHIEF/VANDALISM,108
75287,U,DISORDERLY CONDUCT,26
75287,U,EMBEZZLEMENT,8
75287,U,FORGERY & COUNTERFEIT,7
